name,score,time,comment
陆冠均,5,2019-07-16 21:52:16,实名吹爆哪吒之魔童降世今年最好的国产动画电影已经诞生了没有明显短板亮点还特别突出娱乐性和思想性都相当出色期待正式公映后刷爆这个夏天
Pincent,3,2019-07-30 15:20:30,7Achildrenssongoficeandfire全部是拿来的包括重复大圣归来但仍然属于比较丰富的好莱坞式产品了逆天命的人不止一个但天庭到底是啥姿态呢没有血肉愚民的转变也不可信大量动作特效展示外缺乏更多的人物细节仿佛人物都在刻板地等待那个去标签化的时刻太主流了说教且不能放弃取悦那些会被这些段子取悦的观众一个娘炮梗至于反复使用吗完全形态都是网红脸还是小魔吒可爱些对经典大胆改编但那些经典真的值得被改动吗哪吒脑海挺好的
Memorimorti,5,2019-07-26 14:27:30,敖丙真的神似公子景
Tellulu,1,2019-07-20 20:56:05,我真是受够了这种屎尿屁笑点一点都不好笑好不好有的还很尴尬很恶心人啊
李白驴,5,2019-07-29 16:39:23,封神宇宙啊要来了
姜小白,5,2019-08-09 18:13:55,异于常人的天赋就易被区别对待大快人心锋芒毕露的反击解气刺激但累而疲惫因为反弹到的是全范围比别人经历不一样就能习得不一样的视野角度看似委屈的收敛克制实则聪明和气能减少反弹范围是的他们拿我当妖怪我还要为他们而战这太他妈憋屈了但只有克制收敛才能看明白真的不是为他们而战他们的存在而使自己更有意义哪怕是歧视敌视自我塑造是雕塑而非铸造原材料真的是随机性因此拖鞋太重要了实现人生意义真的离不开sacrifice什么文化氛围都是这样的selfsacrifice总是高贵珍惜的因为它本来可以快活的利己主义不扯犊子的话让人享受的电影
SebMia,4,2019-07-27 09:04:03,看到哪吒将银河补习班挤下马我就放心了祖国的花朵总算是得救了同样是讲教育哪吒只用心讲了一个道理命运并非天注定而是掌握在自己手里的却比银河乱七八糟讲了一大堆要有用百倍若不是为了迎合大众而刻意网络潮流化的台词和配音拖了后腿的话就真的值8分以上了7510四星鼓励
冰淇林黛玉,4,2019-07-28 19:56:57,好看技术过关但可以挖掘的深度没挖够哪吒有点浅同样要承受孤独与命运不公的敖丙也刻画得有点浅而且太像是日本或者美国更像美国电影了跟功夫熊猫或花木兰似的中国元素只是点缀而所有的国仇家恨悲剧宿命都化为了个人成长个人成长没什么不好只是看多了有点无聊
小V,5,2019-07-21 19:56:40,从头哭到尾泪中带笑看完回家需要再哭一小时才能平复心情
jakefang,2,2019-07-23 22:03:33,前一个小时充满了屎尿屁笑话让我根本无法入戏前一刻还在放屁撒尿方言结巴甩春晚热词下一刻又开始我要这天困不住我我要这地容得下我真是把我尬得梦回大圣归来同类型的魔童诞生又找回自我题材请看2012年的日本电影阿修罗看看什么叫好片国漫之光请好好打磨一下剧情和台词吧这几年国漫之光多得快亮瞎我眼了特效确实进步巨大加一星
V仔,3,2019-07-19 16:55:00,魔改版哪吒没那么好就是一个还行的水准反骨的内核把哪吒塑造成了一个孙悟空式的形象这样做虽然也没什么不好不过还是更希望看到一个本原的既叛逆又讨喜的哪吒形象而且文本上的笑料太恶俗和偏见了充斥着的笑话和故意歪曲的形象都让人感觉生理不适人物就不能好好说话了吗要吸引低领受众也不是这个办法呀只会显得很low倒是亲情线的展开算是不错的动画的工业感虽然还不能和好莱坞顶尖比但进步是很大的至少打斗戏的设计挺流畅场景的搭建也有些想象力在整体上是好看的如若能抛弃不适宜的喜剧表达可能会更好
残月带三星,3,2019-07-19 21:48:43,名过其实瑜难遮瑕看完非常不舒服
无人应答,5,2019-07-20 19:16:36,怎么肥四大概流了一盆眼泪强大的动画表现力富有想象的打斗设计充满宿命论的辩证既热血燃爆又感人至深期待封神榜宇宙
面包面条面饼,3,2019-08-04 12:06:23,第三个彩蛋倒胃口at博纳银兴
BrandonStark,5,2019-07-21 19:47:39,BGM让我想起权游片头讲故事能力强题材有点不对自己的胃口四星好评多一星给国漫加油哦
木由,4,2019-08-07 03:51:11,这件万龙甲啊太沉重了敖丙带着全体龙族的希望义字当先就这样冲进天劫了最后只剩一缕小烟魂实名请求封神宇宙给我龙族一个好结局别再虐了个人感觉龙族副线比主线更出彩加油啊封神宇宙
遮住脸就是帅逼,3,2019-07-20 22:21:22,说来也怪国产动画目前为止的一个怪圈就是画面优秀的剧情往往禁不起推敲剧本工整的画面制作上又难免粗糙说回电影本身的完成度是不错的贯彻全片的关键词就是偏见这同样是作为国产动画电影在尚不成熟的市场下面临的挑战如何打破偏见电影画面使用了许多与刻板印象反差强烈的艺术设计突破审美传统但同时强行插入一些违和感强烈的梗作为笑点导致最终反差是立住了却也一定程度上带来了视听语言不统一的问题
比多,1,2019-07-31 23:56:36,当哪吒说这是我爸教我的时吐了难怪人民日报和央视夸这么懂事的哪吒也是难得我只想问我命真的由我吗
狄飞惊,4,2019-07-30 13:09:49,红孩儿孙悟空猪八戒花无缺与之对应的致敬元素是以周星驰为代表的颠覆性和无厘头思维以徐克为代表的后港片时代的技术理念前网络时代的武侠烙印乃至一代人的迷影记忆拼贴总体来看所有的料都是拿来主义但做得相当丰富了
超cute侠,3,2019-07-28 00:14:54,不是说颠覆经典不好只是原著里剔骨还父的决绝变成了父子乡亲大和解嘴上说着我命由我不由天实际上反骨已被磨平这样的哪吒不再是那个对抗父权对抗体制的个体成了被招安被主流的英雄投射这种泯然众人的个性设计有些令人失望而且略显粗俗的笑点有讨好大众之嫌令影片的气质也不土不洋三星还是给技术配音也是糟糕
王神爱,4,2019-07-31 23:53:13,哪吒的配音要是真实小男孩配就好了为啥总让女声夹起来配孩子呢金吒木吒好惨直接没了
WSalom,3,2019-07-27 01:01:50,外表精致完美的动画制作不是内核粗鄙混乱的遮羞布想要立意深刻却又怕不够迎合大众整部电影全在这矛盾之中摇摆打动不了人
扬沙,3,2019-07-22 10:02:40,那个少年时代反抗父权的偶像扑通一下跪在了新时代父母的面前好啦好啦你不反感是因为你长大啦
李厂长,5,2019-07-20 21:11:10,超好看啊我的妈呀等不及结束先五分预订大周末的竟然包场了就仨人又不吵又不闹腾我一般在电影院不会哭上次还是魁拔给我看哭这个真的是值得二刷什么都好哎呀看得我要回家画画
盲忙,2,2019-08-08 20:52:26,两位少年在海边的夕阳下踢毽子那画面太美但这也是唯一喜欢的点了故事足够完整制作也算精良重要的是足够的娱乐化但我始终无法接受把这样原本一个厚重的故事完全好莱坞化你那么能干创造一个自己的IP啊干嘛要蹭呢那几句口号式的台词喊出来我更是尴尬到要钻到地缝里去你本来就是天的产物没有天能有你那一身功夫吗可笑的是一个神却口口声声说自己是无神论更可怕的是这个哪吒又丑又愣还多动症完全无法接受
Johny,5,2019-07-20 08:35:22,看了大半年的电影院放映前广告我是小妖怪逍遥又自在杀人不眨眼终于看到片子了看到吒儿变好还真是别扭他要是一直邪性那多可爱啊特喜欢殷夫人的配音又贱又有母性影片四星脑残给五星
,4,2019-07-28 11:19:01,飞猪app给钱了吗
小烨,5,2019-07-17 21:47:25,可能预期太高心理有落差不过的确是近年来在国内院线看到的最好的国产动画父子情让人落泪社会主义兄弟情也很感人我命由我主题非常好然而这个故事告诉我们想要不认命跟天斗即便有个能上天庭的好爹有个能下深海的好基友吸收了天地灵气强如哪吒斗到最后也只能剩下一缕魂魄
瑞波恩,5,2019-07-26 15:54:46,五星鼓励吧不能说毫无遗憾或什么国漫巅峰之作的大话但论画风论诚意论剧情论立意与整体感觉都是国漫近年来难得一见的精品哪吒的人生本来就是不认命的人生要与厄运对抗义无反顾看得出饺子是有实力与想法的青年导演不落俗套的大胆改编天马行空的想象力殊为可贵期待他未来的发展
注水龙,4,2019-07-17 23:24:04,意外的好看如此颠覆性的改编魔改消解了传统哪吒故事中的宿命色彩和弑父情怀让哪吒喊出我命由我不由天便是最好的证明也让这部动画更加适合全家观赏导演也很好地平衡了喜剧和悲情的关系最后煽情也是水到渠成力抵千钧节奏顺滑人物个性鲜明戏剧冲突精准有力商业元素一应俱全比如把传统的绝对反派敖丙改成了相生相伴的基友宿敌满足广大cp粉喜剧部分不尴尬3D效果极为扎实还出现了国产动画中极为少见的炫技式长镜头我想问问各位如今哪部国产动画能做到这种水平它值得赢取满堂喝彩
陆源,4,2019-07-20 22:31:09,渡劫是为了修仙修仙是为了渡劫渡劫是一门大学问是修仙宇宙的本体论
小牛,5,2019-07-19 12:53:57,自古红蓝出CP藕饼组合得我心为国产动画产业的未来祝福为民族工业的强大点赞
王恶,5,2019-07-27 00:14:04,我做过四个有关哪吒的项目总是各种原因没成无关哪吒的项目成活率90有关哪吒的项目成活率0可是其他项目我做完就忘了哪吒的故事始终倒背如流前年甚至做了一个类似勇者义彦的太乙真人是一个神仙体系山海经无厘头的单元剧影视行业最缺的是信任感安全感我没有名气所以没人为我的idea投钱这就是我看电影时想到的全部我没有名气是我亟待解决的问题
六个月的夏天,3,2019-07-22 09:38:07,理智一点3星半没粉丝夸的那么惊喜不少笑点很低幼几句台词也恶俗哪吒吒娘配音听着不舒服剧情可没那么有意思但整体还算值回票价
狮子,5,2019-07-21 22:15:07,没有之一今年暑期档最强作品这还是我第一次看到有个国产动画片评分蹭蹭涨的剧情的张力足够节奏把控的很好很抓人剧本写得相当棒台词浅显易懂搞笑不断又有一些拔高人物之间的羁绊强年轻人们喜欢这CP已经分分钟组了起来年长的人也乐于听到命运是自己的而不是别人这样的话题不牵强不刻意而且也不曲高和寡不是那种神作而是真正的好电影希望能大卖明年我要看你们家的姜子牙
文森特九六,3,2019-08-01 21:55:02,咱也不敢说咱也不敢问
沈入忘,5,2019-07-27 18:36:24,各方面来说都很成熟啊好看看到友邻吐槽父子躬亲觉得违和但我觉得这个动画应该说是哪吒的架空动画吧和本来的传说没啥关系了而且内核我觉得是天地不仁以万物为刍狗吧不要怂是真的一个个都身不由己也是真的至于我命由我不由天就只能说是精神上的胜利了吧
FinalHyperion,3,2019-07-27 01:36:57,这片没有编剧或者有一百个甲方灵机一动
降落伞,2,2019-07-27 00:06:03,太扯了我觉得完全没有任何意义的一部电影我想知道故事是闹着玩的吗一会严肃一会又有点搞笑台词故事发展云里雾里每次说到国产动画的时候大家都会跟支持国货似得有一种民族情结但是东西还是要看东西的不能国产就要喷的我觉得跟大圣归来都不是一个级别更何况跟别的比了
雨夜飞行,5,2019-07-11 22:58:47,看完电影后我望着地铁上不断踢我腿的熊孩子露出了慈父般的微笑多少年了第一次在国产新动画里看到这么好看的一个故事感觉自己欣慰的像个老父亲
K先生,2,2019-07-29 19:10:02,小学作文式的文本所有角色都是NPC最喜欢的是干冰压城的想法至于哪吒有态度和情绪但木有自己啊
思路乐,4,2019-07-17 22:10:49,B超越大圣归来成为近五年来我心中的国漫最佳画面上的惊喜度真的超乎我想象很多关于神灵道具的画面呈现与其背后所体现出的创作人员的想象力也令我意外山河社稷图风火轮弹球游戏动作场面更是一流水准酣畅淋漓十分过瘾而更难得的是叙事上的扎实与创新在叙事节奏上哪吒要比大圣和白蛇好太多太多了这也是观感上强于后两者的主要原因而戏谑性质的颠覆性改编也要比他们更加流畅自然对于命运的反抗和对自身的坚守这些主题本片可以说展现的非常完整尽管仍然存在着很多过度安插笑点和配音的问题仍然不失为一部佳作
行所在,2,2019-07-30 16:12:40,一副战狼的风范
寒狐传媒,4,2019-08-05 20:49:29,青春期叛逆治疗典范不少梗
你看起来很美味,5,2019-07-23 17:36:23,没什么好说的我觉得是我目前在电影院里看到过的最好的动画电影没有之一
本位,2,2019-07-20 23:03:02,段子对叙事节奏的影响挺大的有些场景还会专门把镜头移过去看一个角色说段子
麦小白,4,2019-07-18 23:56:55,看完开始期待封神宇宙了无厘头卖萌鸡汤热血商业动画片的黄金配方一个不落像一道菜每味佐料的比例都拿捏得恰到好处是一道色香味俱佳的国民菜今年暑期档爆款预订没跑了自来水推一波
zjj,3,2019-07-20 19:28:04,不是哪吒
似水流年,4,2019-07-17 22:21:59,其实够不到四星但它在完成度和视觉想象力的基础上相比之前几部高口碑国产动画都更有主题深度但又有所顾忌既不愿意一黑到底也想不出情节做升华性的诠释编不下去了就把最内核的价值冲突留到彩蛋里甩给下一部结尾则利用共情过渡到主流价值完成和解喜剧思维也过于低级
近似无限透明的蓝色,2,2019-07-31 21:04:22,真的很讨厌对周星驰的复制与模仿它让一切笑点变得廉价又无趣巨婴双生宿命的元素有新意可惜都只是点到即止与哪吒闹海相比锐利性荡然无存骨肉全都还你的叛逆呐喊演变成父子间和解的鸡汤没有骨皮画得再美丽也是枉然想想无极的年代多年来技术层面令人目眩神迷叙事却依旧是扶不上壁的烂泥这不是烂只能说是另一种的怒其不争
武侠小王子,4,2019-07-27 21:39:32,被成见操纵的人民群众才是哪吒最大的敌人
老阿飞故园,4,2019-07-28 03:49:51,成熟的商业动画故事上用绝代双骄解构了哪吒闹海所有角色的塑造和相互关系都很用心的进行了设计所有角色无论大小都给定了很有记忆点的特征不管是否脸谱化所有角色的动机和对剧情的推动都很合理内核虽然是寻找自我的无国界少年成长命题但是角色刻画却是相当中国的比如慈母严父如果说白蛇是青年向爱情片哪吒基本就是热血少年番了这两部动画基本上树立起了国产影院动画的标杆就跟流浪地球树立国产科幻片的标杆一样但是虽然很多情节和场景在观看时候都很有冲击感但是看完再回想却没有特别深刻的印象
劉子祥,3,2019-07-27 06:16:12,中肯的说一句这部电影只能算一般吹爆天的是剧情是我们太缺乏好编剧了吗稍微一改编就动画要崛起哪里崛起一个满是段子的动画不靠画面不靠特效就算崛起那脸谱化的人物无力吐槽老套的情节无力吐槽看完很失望这个动画只能算是一般却被吹上了天好吧我不想说了以丑为美的审美观好像成了唯一的特色脸谱化小鲜肉的龙王熬丙迎合着现在社会的垃圾审美这真不是动画的巅峰
小米qdmimi,4,2019-08-12 02:16:29,认真想了想好在哪戏剧性其实变弱了成人化程度也降低了完整性因为是头一部也谈不上一句由我不由天感觉也用错了地儿可人物设定真能灭一切啊原本看到黑眼圈小痞子的模样觉得为了博眼球净瞎改如今再看到粉嘟嫩藕原版恨不得一拳捣成个青眼这就厉害了像是至尊宝只是借了大圣的皮囊骨子里全是重塑和新生这路数倒是真适合哪吒只希望下一部里他别变成了孙猴子的翻版
Q,3,2019-08-01 08:47:52,看得出进步明显的动画制作但故事设计与并不好笑段子堆砌还是不免使人尴尬
二火山,4,2019-07-14 21:30:21,哪吒之风云必胜内核对应了雄霸那句老夫要逆天改命这类国产动画终于能按电影的节奏讲好一个故事了哪吒和敖丙的CP分明参考的就是鸣人和佐助啊特别好磕定了尬着尬着就笑了国产动画第一次直白地出现了熊gay这部铺了这么多想做封神宇宙的话也别三部曲了根本讲不完就学漫威那样拍上十部吧
Philia,5,2019-07-20 20:46:54,对于喜爱79版哪吒闹海的观众来说魔童的形象必定是极为另类的但与其说它是一种颠覆不如说它是一道补充尤其是哪吒与李靖敖丙的扩写都在传递中华文化的价值取向奉献与担当以及更重要的我命由我不由天它不仅是一部神话动画也是一部亲子电影还是一部教育电影片片中一些刻意的搞笑我不喜欢娘娘腔等但李靖人设我非常可以所以打平值得指出的还有人民这一符号在魔童这里是非常有意思的一方面人民是他疯魔的外在诱因另一方面却也成了自我的尺度更加富有政治意味的则是龙族归顺天庭和申公豹意欲封神
lol,2,2019-07-31 13:56:26,吹过头了
所有团的团长,5,2019-07-20 17:36:46,我先大喊三声牛逼牛逼牛逼然后我的评价就8个字史上最佳买票去看
小夏TOKYO,2,2019-07-22 13:09:37,国漫的制作水平已经是完全没问题但低智化的台词与网络桥段让我尴尬国产动画包袱低俗的毛病什么时候能改去年风语咒也是抖机灵抖得太厉害最后口碑平平在哪吒中同样存在这样的问题比如夫人开场的粗犷和后面的圣母光环壮汉娘娘腔裤裆里掏武器等以无厘头电影的形式强行加入简直是喧哗取宠这些笑料看的并不舒服而是尴尬这一点编剧难辞其咎也反映了当下国内动画创作者的一些普遍窘境如何能在主题较沉重的基础上让观众保持愉快的心情来观赏作品效果往往用力过猛又一次高举国产动画良心的大旗之前我好奇的是我们的良心动画为什么非得加入那些尴尬又低级的网络段子式笑料难道非得把自己打扮成一半臃胂粗鄙一半热血激昂的割裂模样才足以迎合主流观众的口味吗
老罗Lazzaro,4,2019-07-18 22:32:44,点映画风似白蛇哪吒和龙宫反形象暗黑设计加分角色立体有魂动作流畅丰富彩蛋还埋续作伏笔主旨在于不要在意旁人眼光要一鸣惊人但故事还是有些低于预期
Bearkiii,5,2019-07-21 17:47:28,近十年国产动画电影最佳但是对票房持谨慎悲观态度和基友所有团的团长打了个赌如果票房过10亿我给他发1000块钱红包请大家让我输谢谢
santawhale,4,2019-07-20 17:34:48,陈塘关小鱼儿与花无缺绝了哈哈哈
叁又木,3,2019-08-03 23:49:55,浓郁racism大背景下的命运错位和俩racetraitors间的爱恨纠葛整体绘画风格还是偏网游敖丙和成年哪吒都是锥子脸回看还是不大经得住细品比较喜欢画卷里的那部分想象力无论天上还是人间还是四川人巴适真想玩一把胖师傅开发的云霄飞车啊至于故事初看还好回想时只觉得敖丙可怜李靖可恶而哪吒切换视角后不就是神仙届的银枪小霸王李天一么哎
羚羊的灵魂,4,2019-07-16 17:46:35,尽管改编的挺好的但我就贼想看哪吒闹海原封不动的变成三维动画
科林,4,2019-08-21 12:39:49,绝代双骄之冰火两重天
,4,2019-08-03 00:27:09,好不好看先不说反正当今所谓崛起的国漫的人物创造永远脱离不了孙悟空白蛇这些在影视动画中用烂的形象了这不哪吒小朋友也来了下一个会是谁呢希望能有更多像大鱼海棠一样作品出现
薛定谔的薛,2,2019-07-22 09:05:26,优点毫无争议画面渲染的很棒画风也独特缺点是人物形象扁平故事情节简单口号式升华主题
Administrator,3,2019-07-20 23:09:30,不忍心批评因为很多东西已经做得足够好了社稷图等等想象力相当可以搞笑比较低级这个问题还好但大剧情的逻辑设计和关键节点设计都十分糟糕靠着良好的节奏能糊弄过去了
YQYVader,3,2019-07-18 22:22:09,期待过高有点失望其实所有的悲剧性也都是原著神话故事中所拥有的而进行改编的地方其实漏洞百出这样的宿命论故事其实在近年来的漫威DC也都有体现本质还是超英电影但不得不称赞动画制作水平非常优秀打斗呼吸感十足整体意识在国产三维动画里也是顶尖大家集体称赞剧本够硬实际证明了中国神话故事的确大有可挖之处期待封神宇宙
伪文科生,3,2019-07-19 23:11:46,有点鸡肋食之无味弃之可惜不要过于相信预告片预告片把全片口号都喊出来了然而正片没有这么精彩
亲爱的猥琐猪,4,2019-07-27 22:57:29,制作几乎是无可挑剔的炫酷霸气甚而有为炫技而安排的画中游悬崖夺笔等桥段但静下来想一想又会感到空虚热血高校浪子回头的哪吒说一口四川普通话模仿哆啦A梦或是阿松里大裤衩的太乙BL古风文常见受的龙太子各种迪士尼式的怪和配角笑点和泪点也是几乎刚开始布局就知道最终导向何处一句我命由我不由天虽然热血但又很套路另一个导向也不太喜欢就是堆特效更大更强更亮几乎到光污染这么爆发的震撼不如哪吒闹海里回头自刎的静与小最后把一个非常有社会话题与道德哲学意义的故事简化为个人的奋斗表面是革新实则是浅显了这种故事新编在短期内会由于玩梗与接地气而有趣但没有真正持久的美的生命力希望以后能看到更大的进步
国王KING,4,2019-07-28 14:17:13,魔改的剧情还不错原作的暴虐减轻了点不过我看到最后还是不喜欢哪吒形象
荒淫少女朴赞郁,3,2019-07-19 21:46:14,全程冷漠脸最近这种套路的电影真的看的完全无感哎吃的多了嘴就叼了故事和技术都挺好的可就是吃不下了
null,3,2019-07-21 23:36:05,考虑儿童片定位三颗半到四星是没问题的现在分数虚高所以三颗星吧最大的悖论是结局全片都在说不要在意别人的看法最终的happyending在于哪吒终于得到了世人的认可全崩但不细想就还好特效出色但无惊喜httptcnAillz7Yd
弗朗索瓦张,5,2019-07-23 19:37:09,我对动画片一向要求很高很多好评如潮的动画都让我冷漠jpg但是这部哪吒不禁从技术运镜节奏上吊打我的想象力更难得的是把哪吒这个传统故事讲出了冰雪奇缘水准的精神内核并且在爆笑指数和煽情指数上都让人不得不想起寄生虫一部让人可以自豪地拿出去介绍中国电影的动画片
大海里的针,5,2019-07-29 17:09:13,太棒了吧希望国外也上映一下
飞天御剑流,4,2019-07-27 16:13:58,真敢做啊海边聊天光是一个海滩的外包1W以下我不接的啊
胖官赵,4,2019-07-14 17:37:27,技术故事主题都有了且把悟空传电影版没有做到的我命由我不由天完全贯彻了个彻底哪吒红孩儿二郎神孙悟空都是中国神话里值得深挖的人物普世性从上古穿透到现代无论神性魔性人性只要胶着在一起永远会有说不尽的故事不存在颠覆不颠覆最颠覆的反倒是配角龙族诙谐比沉重占比更大论感人程度没有预告片那么强烈哪吒X敖丙我多年没磕到如此绝美的CP了简直令人尖叫的程度编剧绝对资深耽美读者彩条屋应该是用这部片来唤起大家对封神之姜子牙的期待乌尔善表示压力山大
晚安好运,4,2019-08-02 22:43:56,哪吒与红孩儿傻傻地分不清
烈,3,2019-08-03 17:35:06,主体线太封建了父母为子女而死子女抢着为父母死朋友争先死试问这样的关系怎么会有自我和自由
基闹,3,2019-07-31 23:29:11,这么好磕的一对CP被浪费了导演似乎并不了解什么叫羁绊同根同源一卵双生一个是宿命一个是责任总觉得这样的设定可以有更多可能性更多冲突感而不是仅因为这样儿戏的理解和简单的感动就能携手赴死了
影杂志,4,2019-07-18 21:58:59,2019年目前最佳国产电影哭了两次大笑了无数次这部电影将会和钢铁侠开启漫威宇宙一样开启封神宇宙未来很多年我们将追着这个系列看真可怕啊
呱啦啦,5,2019-07-26 21:00:26,迄今最成熟的国产商业剧场动画比大圣归来和大护法完成度都高
SELVEN,4,2019-07-27 20:57:12,75100故事写得非常的成熟自我认同的主要剧情为人父母为人朋友的次要剧情都做了充分且真诚的表达人物动作设计如果能摆脱装腔作势的坏毛病对我来说就可以算得上杰作
扶不起先生,5,2019-07-20 18:31:23,颠覆传统的神话故事留下大体框架作为依托叙事上掺杂着周氏无厘头的风格将耳熟能详的故事推陈出新人物设定饱满有度不局限于单纯的善恶用高超的特效去吸引观众的眼球用原创的故事去激发观众的想象老少皆宜的改编足以开创新的天地尘封的文化桂宝被另类的成功解锁不掺杂任何鼓励与同情这是近几年来最佳的国产动画电影
TygerTyger,3,2019-08-04 23:10:25,昨晚看了初看哪吒新面孔不说一百个也有四十七个不情愿突然想到新版的不是拍给四十年前在影院看闹海的我看的要说哪吒形象也并非只定于闹海一尊起码之前也还有大闹天宫的造型换了我是导演选择与其叫你看不起不如让你看不惯也在预料之中这样一想小捣蛋的脸似乎又忍得下去一点也渐渐看明白导演悄悄向闹海版致敬的手势长着同一张面孔的家丁和夜叉在这个意义上我给七分
披着人皮的鬼,4,2019-07-23 19:55:27,比大圣好出一个白蛇
dreamwithdread,3,2019-07-22 02:59:21,评分虚高了前半部分无聊得我咕噜咕噜不停喝奶茶后半截稍有改观但意料中的剧情远不及预期惊喜不是没有但还是期待国漫能抛弃裹挟情怀的宣传实打实地以质取胜的一天
街坊饿霸,4,2019-07-19 20:37:04,挺好看但也很鸡贼
枯草已注销,4,2019-07-28 20:32:58,毕竟我们已经不是反抗皆祸害父母的小孩而是要驯化熊孩纸的父母了还好我不是所以立场180大转但赚的还是同一批人的钱技术真的厉害动态简直要赶上蜘蛛侠了李靖夫妇差不多就是郭靖夫妇
维雪魂,5,2019-07-17 21:50:29,B有瑕疵但整体还是惊喜更多
有朵奇葩的云,5,2019-07-27 00:45:43,实名diss首页热评第一的熊猫大叔单从几张海报就说是烂片无疑肤浅的见识打出的字都有语病什么基本完全你又有什么资格代表成人说不能接受这样的设定撞壁要有度你随便几句话就可以在电影上映前否定制作人员的心血
豆芽儿,5,2019-07-17 21:15:03,想让全世界都来看我们的哪吒
glow,5,2019-07-21 18:34:34,可以说是年度国产电影最佳了开始没看的时候看到网友评分这么高还在想是不是虚高现在看完不是的真的很喜欢这个改编除了那些村民听风就是风听风雨就是雨每个人的人物设定都立得住龙族太惨了敖丙太帅了哪吒变身之后也是帅没变身的时候是个腹黑娃娃当年还在上大学的时候就看过导演的打个大西瓜一个不是科班出身就因为爱好做了短片到今年当了导演做了长篇说实话真的很佩服他应该还是有下一集的吧期待吧
SleepWalker,4,2019-07-17 22:29:17,出人意料的精彩年度超级黑马即将诞生把哪吒塑造成一个孙悟空般的反英雄角色颠覆成功文本层面上仍未摆脱国漫故事薄弱的老毛病为了赶进度编排了最典型的三幕结构造成深度有限我命由我不由天这种主题幼稚且口号化几处台词极其违和为了制造笑点反而使故事脱节从技术上讲它也绝不是国产动画的总统山依然是场景精美而人物粗糙但整体看它仍然是出色的因为优势太明显其一是惊艳的动作设计初入山河社稷图可以入选年度最佳段落这个场景的分镜是主创想象力一次水银泻地般的展示片尾则以缩略宏观的形式再次惊艳了一把游戏感十足中段水夜叉的追逐打斗戏也下了功夫其二是将近半小时的第三幕始终保持快节奏的连续打斗牢牢把控住观众情绪哪吒两次变身是截然不同的气氛渲染一惊一喜全部燃爆
烤芬,2,2019-07-28 00:13:10,四年后做出了个还不如大圣的大圣这就没什么好尬吹的了吧
Sinkbridge,3,2019-07-21 19:54:10,37太乙真人和哪吒有突破外其余角色都格外扁平置换了内核仙魔与否在于自我认同当年那种剔骨还父的叛逆与挣脱已经被外化成痞样红蓝出CP挺无趣的敖丙的转变相当立不住
丹朱AI,3,2019-08-05 17:05:39,敖丙好美啊我懂了大家为什么萌藕饼CP了不过敖丙这样修长的身材不是该用剑吗两个大锤子是什么鬼改编很温暖但是我还是更喜欢那个割肉还母剔骨还父的哪吒
不死机,3,2019-07-27 14:59:57,反命不反天一个修正主义哪吒
kakakarl,4,2019-07-11 21:27:35,开始看方言笑点很多形象在卖萌觉得堆砌得有点多但是随着剧情深入不断解构哪吒在得知李靖决定以命换命的时候开始哭我命由我不由天关于偏见和刻板印象无论是魔丸哪吒豹妖申公豹还是龙族都是偏见和刻板最后共同抗击天雷就相当于抗拒天命我能成为谁只有我自己能说了算哪吒和敖丙cp同人文预定彩蛋的设计也很萌原来姜子牙是系列下一部封神宇宙开启了
暗号大老爷,4,2019-07-14 23:59:51,在陈塘关口见敖丙气坏了哪吒小将军某自幼魔丸入了身偶遇着太乙老真人某中了敖丙的离间计俺变化了申公豹捅他后庭弃暗投明来修心食娘的哺喂当报爷的恩孝当报过仁心尽再与那真人把话云一不用战鼓咚咚打二不用副将随后跟只要火尖一杆枪红绫金圈风火轮十分钟内得了胜你把莲花塑了某的身十分钟内不得胜陈塘百姓化埃尘来来来带过爷的风火轮摇板我要把拉莱耶一扫平
言,2,2019-07-31 18:38:05,宣传过了实力被吹爆但是硬核很弱说白了就是网络烂梗加俩小孩打架水淹陈塘关理由牵强高潮强行煽情如果没有这么火的宣传还不至于这么失望特效是厉害了但是故事也要多打磨
可爱不多,2,2019-07-22 16:36:45,也许可能大概还不错吧只是不合我口味这种网络段子顺口溜的对白裤裆掏抢的梗看清楚人物设定就能猜到后面要怎么洗白说教的剧情真的接受无能制作水准倒是够格对白和剧情更像是网大的风格这样剧本拿什么跟大圣比啊
Eco,4,2019-08-03 23:55:40,三星半标准的7分电影首先电影完成度很高不管是编剧角度的起承转合爆点引入高潮铺垫都达到很好的工业标准另外人物情感父子母子情友情铺垫充分感情合理可信其次电影特效上放之国漫序列里算不上最出色的甚至赶不上徐克的贺岁档电影比如西游伏妖但个别场景原也算是惊艳了与敖丙海边打斗揭龙鳞变身赛亚人部分再次对于传统元素开发上小细节做的很好有解构有创新至于被某些网友影评人诟病的对经典哪吒形象的解构对反叛的弱化过于强调个人英雄主义这部电影的确是时代的镜像天下熙熙虽然能看出导演对整部电影的打磨与良苦用心但我们依稀能够看出一些潜移默化的主流价值观上面这句话似乎预设了对主流价值观的某种鄙夷这又成了某种政治不正确了总之在警醒的同时不吝啬赞美
